Data;pcr-positivo;pcr-negativo;pcr-positivo-0a4;pcr-positivo-5a9;pcr-positivo-10a14;pcr-positivo-15a19;pcr-positivo-20a29;pcr-positivo-30a39;pcr-positivo-40a49;pcr-positivo-50a59;pcr-positivo-60a69;pcr-positivo-70a79;pcr-positivo-80a999;obitos
2020-10-09;13;44;1.0;0.0;0.0;0.0;2.0;4.0;2.0;2.0;0.0;2.0;0.0;
2020-10-10;13;9;0.0;0.0;0.0;0.0;0.0;6.0;4.0;3.0;0.0;0.0;0.0;
2020-10-11;2;4;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;
2020-10-12;3;7;0.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;
2020-10-13;25;43;0.0;0.0;0.0;0.0;2.0;8.0;4.0;6.0;4.0;1.0;0.0;
2020-10-14;14;68;0.0;0.0;0.0;0.0;2.0;5.0;2.0;1.0;2.0;1.0;1.0;
2020-10-15;9;33;0.0;0.0;0.0;1.0;2.0;1.0;2.0;1.0;2.0;0.0;0.0;
2020-10-16;20;53;0.0;0.0;0.0;0.0;5.0;10.0;2.0;3.0;0.0;0.0;0.0;
2020-10-17;2;9;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;
2020-10-18;2;9;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;
2020-10-19;8;137;0.0;0.0;0.0;0.0;0.0;3.0;2.0;1.0;0.0;2.0;0.0;
2020-10-20;13;85;0.0;0.0;0.0;1.0;3.0;4.0;1.0;1.0;1.0;2.0;0.0;
2020-10-21;9;40;0.0;0.0;0.0;1.0;0.0;2.0;1.0;2.0;2.0;1.0;0.0;
2020-10-22;18;14;0.0;0.0;0.0;0.0;2.0;7.0;9.0;0.0;0.0;0.0;0.0;
2020-10-23;18;57;0.0;0.0;0.0;0.0;4.0;9.0;4.0;0.0;0.0;0.0;1.0;
